
 Date__(UT)__HR:MN, , , R.A._(ICRF), DEC__(ICRF),    APmag,  S-brt,      Illu%,  ObsSub-LON, ObsSub-LAT,  SunSub-LON, SunSub-LAT,  SN.ang,  SN.dist,    NP.ang,  NP.dist,             delta,     deldot,     S-O-T,/r,     S-T-O,  L_Ap_SOL_Time,
 2021-Sep-18 20:00, , , 22 10 41.47, -16 58 06.7,  -11.993,  4.042,   94.29139,    4.180666,   6.880475,   31.370974,   1.444902,  238.89,   434.32,  339.0113,  929.259,  3.8286933814E+05,  0.3594004,  152.2905,/T,   27.6416,  03 51 35.5813,
 2021-Sep-18 21:00,A, , 22 12 50.65, -16 43 12.7,  -12.000,  4.031,   94.50345,    4.205676,   6.833183,   30.863809,   1.444678,  238.65,   425.20,  338.9250,  926.193,  3.8417480212E+05,  0.3623074,  152.8199,/T,   27.1132,  04 51 36.4237,
 2021-Sep-18 22:00,*, , 22 15 11.03, -16 28 24.7,  -12.007,  4.018,   94.72641,    4.272814,   6.804708,   30.356649,   1.444451,  238.34,   415.60,  338.8323,  923.177,  3.8545296723E+05,  0.3443404,  153.3869,/T,   26.5472,  05 51 37.2949,
 2021-Sep-18 23:00,*, , 22 17 41.83, -16 13 53.9,  -12.017,  4.005,   94.95761,    4.377983,   6.796986,   29.849494,   1.444223,  237.96,   405.64,  338.7342,  920.380,  3.8663058951E+05,  0.3067691,  153.9870,/T,   25.9482,  06 51 38.1966,
 2021-Sep-19 00:00,*, , 22 20 21.58, -15 59 49.5,  -12.027,  3.992,   95.19370,    4.514828,   6.810505,   29.342344,   1.443993,  237.50,   395.49,  338.6322,  917.954,  3.8764119098E+05,  0.2520571,  154.6135,/T,   25.3230,  07 51 39.1283,
 2021-Sep-19 01:00,*, , 22 23 08.30, -15 46 18.3,  -12.040,  3.977,   95.43094,    4.675175,   6.844328,   28.835199,   1.443761,  236.97,   385.30,  338.5278,  916.028,  3.8842905101E+05,  0.1836827,  155.2580,/T,   24.6799,  08 51 40.0874,
 2021-Sep-19 02:00,*, , 22 25 59.60, -15 33 25.0,  -12.054,  3.963,   95.66548,    4.849550,   6.896195,   28.328060,   1.443527,  236.36,   375.24,  338.4231,  914.695,  3.8895246864E+05,  0.1059158,  155.9111,/T,   24.0283,  09 51 41.0697,
 2021-Sep-19 03:00,*, , 22 28 52.82, -15 21 11.1,  -12.070,  3.948,   95.89367,    5.027725,   6.962694,   27.820924,   1.443291,  235.70,   365.44,  338.3201,  914.017,  3.8918616384E+05,  0.0235647,  156.5630,/T,   23.3779,  10 51 42.0690,
 2021-Sep-19 04:00,*, , 22 31 45.19, -15 09 36.1,  -12.087,  3.934,   96.11223,    5.199283,   7.039482,   27.313794,   1.443053,  234.98,   356.05,  338.2204,  914.016,  3.8912273245E+05, -0.0582944,  157.2038,/T,   22.7386,  11 51 43.0784,
 2021-Sep-19 05:00,*, , 22 34 33.96, -14 58 36.7,  -12.105,  3.920,   96.31849,    5.354180,   7.121552,   26.806668,   1.442813,  234.24,   347.16,  338.1259,  914.675,  3.8877310638E+05, -0.1345984,  157.8247,/T,   22.1192,  12 51 44.0899,
 2021-Sep-19 06:00,*, , 22 37 16.58, -14 48 07.5,  -12.124,  3.907,   96.51050,    5.483295,   7.203527,   26.299547,   1.442570,  233.49,   338.85,  338.0378,  915.941,  3.8816600103E+05, -0.2005776,  158.4180,/T,   21.5274,  13 51 45.0955,
 2021-Sep-19 07:00,*, , 22 39 50.84, -14 38 01.2,  -12.143,  3.894,   96.68708,    5.578947,   7.279974,   25.792430,   1.442326,  232.74,   331.17,  337.9571,  917.723,  3.8734636028E+05, -0.2520307,  158.9777,/T,   20.9692,  14 51 46.0878,
 2021-Sep-19 08:00,*, , 22 42 14.95, -14 28 08.8,  -12.162,  3.883,   96.84786,    5.635368,   7.345731,   25.285317,   1.442080,  232.03,   324.11,  337.8846,  919.900,  3.8637284141E+05, -0.2855816,  159.5000,/T,   20.4483,  15 51 47.0600,
 2021-Sep-19 09:00,*, , 22 44 27.75, -14 18 20.6,  -12.181,  3.872,   96.99320,    5.649093,   7.396241,   24.778209,   1.441831,  231.38,   317.66,  337.8205,  922.322,  3.8531442307E+05, -0.2989070,  159.9834,/T,   19.9662,  16 51 48.0068,
 2021-Sep-19 10:00,*,m, 22 46 28.73, -14 08 26.0,  -12.198,  3.861,   97.12418,    5.619256,   7.427856,   24.271105,   1.441580,  230.80,   311.74,  337.7647,  924.819,  3.8424627100E+05, -0.2909184,  160.4288,/T,   19.5220,  17 51 48.9246,
 2021-Sep-19 11:00,N,m, 22 48 18.11, -13 58 15.0,  -12.215,  3.852,   97.24243,    5.547738,   7.438117,   23.764005,   1.441327,  230.30,   306.25,  337.7168,  927.214,  3.8324505838E+05, -0.2618801,  160.8395,/T,   19.1125,  18 51 49.8118,
 2021-Sep-19 12:00, ,m, 22 49 56.87, -13 47 38.1,  -12.230,  3.843,   97.35007,    5.439138,   7.425959,   23.256909,   1.441072,  229.89,   301.05,  337.6759,  929.328,  3.8238400465E+05, -0.2134446,  161.2208,/T,   18.7322,  19 51 50.6689,
 2021-Sep-19 13:00, ,m, 22 51 26.67, -13 36 27.8,  -12.243,  3.835,   97.44953,    5.300550,   7.391839,   22.749817,   1.440815,  229.57,   296.01,  337.6411,  930.997,  3.8172795816E+05, -0.1485908,  161.5799,/T,   18.3741,  20 51 51.4984,
 2021-Sep-19 14:00, ,m, 22 52 49.79, -13 24 38.3,  -12.254,  3.827,   97.54343,    5.141137,   7.337738,   22.242729,   1.440556,  229.33,   290.95,  337.6109,  932.085,  3.8132889019E+05, -0.0714570,  161.9252,/T,   18.0297,  21 51 52.3046,
 2021-Sep-19 15:00, ,m, 22 54 08.96, -13 12 06.8,  -12.263,  3.819,   97.63442,    4.971517,   7.267053,   21.735645,   1.440294,  229.14,   285.73,  337.5839,  932.493,  3.8122217493E+05,  0.0129273,  162.2659,/T,   17.6898,  22 51 53.0936,
 2021-Sep-19 16:00, ,m, 22 55 27.17, -12 58 53.2,  -12.271,  3.811,   97.72498,    4.803016,   7.184353,   21.228565,   1.440030,  228.98,   280.18,  337.5587,  932.170,  3.8142399154E+05,  0.0989921,  162.6114,/T,   17.3451,  23 51 53.8725,
 2021-Sep-19 17:00, ,m, 22 56 47.47, -12 45 00.2,  -12.278,  3.803,   97.81731,    4.646839,   7.095031,   20.721489,   1.439763,  228.82,   274.21,  337.5338,  931.117,  3.8193009782E+05,  0.1810323,  162.9705,/T,   16.9868,  00 51 54.6491,
 2021-Sep-19 18:00, ,m, 22 58 12.71, -12 30 32.9,  -12.283,  3.794,   97.91313,    4.513265,   7.004887,   20.214416,   1.439495,  228.64,   267.70,  337.5079,  929.385,  3.8271609780E+05,  0.2536257,  163.3512,/T,   16.6069,  01 51 55.4314,
 2021-Sep-19 19:00, ,m, 22 59 45.36, -12 15 38.7,  -12.288,  3.785,   98.01359,    4.410922,   6.919671,   19.707346,   1.439224,  228.39,   260.61,  337.4801,  927.076,  3.8373917899E+05,  0.3120241,  163.7596,/T,   16.1994,  02 51 56.2270,
 2021-Sep-19 20:00, ,m, 23 01 27.34, -12 00 26.0,  -12.293,  3.774,   98.11916,    4.346218,   6.844648,   19.200280,   1.438951,  228.05,   252.94,  337.4498,  924.327,  3.8494115179E+05,  0.3524805,  164.1999,/T,   15.7601,  03 51 57.0424,
 2021-Sep-19 21:00,A, , 23 03 19.90, -11 45 04.2,  -12.298,  3.763,   98.22960,    4.322968,   6.784226,   18.693216,   1.438675,  227.58,   244.70,  337.4167,  921.305,  3.8625250912E+05,  0.3724857,  164.6736,/T,   15.2874,  04 51 57.8832,
 2021-Sep-19 22:00,*, , 23 05 23.56, -11 29 42.3,  -12.303,  3.751,   98.34403,    4.342230,   6.741657,   18.186156,   1.438397,  226.96,   235.98,  337.3809,  918.190,  3.8759715331E+05,  0.3709009,  165.1800,/T,   14.7821,  05 51 58.7527,
 2021-Sep-19 23:00,*, , 23 07 38.10, -11 14 28.7,  -12.310,  3.739,   98.46099,    4.402340,   6.718859,   17.679099,   1.438117,  226.16,   226.87,  337.3430,  915.163,  3.8889741464E+05,  0.3479882,  165.7157,/T,   14.2476,  06 51 59.6526,
 2021-Sep-20 00:00,*, , 23 10 02.62, -10 59 30.6,  -12.318,  3.725,   98.57862,    4.499123,   6.716338,   17.172045,   1.437834,  225.17,   217.50,  337.3038,  912.395,  3.9007900565E+05,  0.3053468,  166.2752,/T,   13.6893,  07 52 00.5825,
 2021-Sep-20 01:00,*, , 23 12 35.58, -10 44 53.6,  -12.327,  3.712,   98.69485,    4.626228,   6.733210,   16.664993,   1.437549,  223.97,   208.00,  337.2642,  910.039,  3.9107560387E+05,  0.2457735,  166.8510,/T,   13.1150,  08 52 01.5398,
 2021-Sep-20 02:00,*, , 23 15 14.98, -10 30 41.5,  -12.338,  3.698,   98.80756,    4.775565,   6.767308,   16.157944,   1.437261,  222.55,   198.55,  337.2252,  908.216,  3.9183281895E+05,  0.1730632,  167.4340,/T,   12.5333,  09 52 02.5201,
 2021-Sep-20 03:00,*, , 23 17 58.40, -10 16 56.4,  -12.351,  3.684,   98.91482,    4.937806,   6.815357,   15.650897,   1.436971,  220.92,   189.28,  337.1879,  907.018,  3.9231136408E+05,  0.0917686,  168.0147,/T,   11.9540,  10 52 03.5174,
 2021-Sep-20 04:00,*, , 23 20 43.22, -10 03 38.3,  -12.364,  3.670,   99.01500,    5.102917,   6.873202,   15.143852,   1.436679,  219.08,   180.34,  337.1532,  906.497,  3.9248930890E+05,  0.0069331,  168.5834,/T,   11.3868,  11 52 04.5247,
 2021-Sep-20 05:00,*, , 23 23 26.71, -09 50 45.7,  -12.379,  3.657,   99.10694,    5.260706,   6.936070,   14.636810,   1.436384,  217.05,   171.85,  337.1219,  906.667,  3.9236333719E+05, -0.0761938,  169.1311,/T,   10.8405,  12 52 05.5340,
 2021-Sep-20 06:00,*, , 23 26 06.23, -09 38 15.5,  -12.395,  3.644,   99.18997,    5.401373,   6.998856,   14.129770,   1.436087,  214.88,   163.91,  337.0946,  907.504,  3.9194896892E+05, -0.1524459,  169.6502,/T,   10.3228,  13 52 06.5374,
 2021-Sep-20 07:00,*, , 23 28 39.34, -09 26 03.1,  -12.412,  3.633,   99.26391,    5.516048,   7.056427,   13.622731,   1.435787,  212.60,   156.58,  337.0715,  908.944,  3.9127973660E+05, -0.2170301,  170.1353,/T,    9.8390,  14 52 07.5273,
 2021-Sep-20 08:00,*, , 23 31 03.93, -09 14 03.1,  -12.428,  3.622,   99.32909,    5.597303,   7.103930,   13.115695,   1.435485,  210.27,   149.87,  337.0527,  910.886,  3.9040533505E+05, -0.2658058,  170.5833,/T,    9.3922,  15 52 08.4970,
 2021-Sep-20 09:00,*, , 23 33 18.41, -09 02 09.1,  -12.444,  3.612,   99.38618,    5.639609,   7.137093,   12.608661,   1.435180,  207.95,   143.77,  337.0383,  913.198,  3.8938879866E+05, -0.2955435,  170.9939,/T,    8.9827,  16 52 09.4413,
 2021-Sep-20 10:00,*, , 23 35 21.75, -08 50 14.7,  -12.460,  3.602,   99.43616,    5.639733,   7.152510,   12.101628,   1.434873,  205.70,   138.21,  337.0279,  915.721,  3.8830280397E+05, -0.3041495,  171.3692,/T,    8.6085,  17 52 10.3566,
 2021-Sep-20 11:00,N,m, 23 37 13.61, -08 38 13.3,  -12.475,  3.594,   99.48015,    5.597014,   7.147883,   11.594597,   1.434563,  203.57,   133.11,  337.0212,  918.278,  3.8722525215E+05, -0.2908384,  171.7134,/T,    8.2652,  18 52 11.2412,
 2021-Sep-20 12:00, ,m, 23 38 54.37, -08 25 58.7,  -12.489,  3.586,   99.51929,    5.513502,   7.122223,   11.087568,   1.434251,  201.57,   128.35,  337.0176,  920.686,  3.8623435144E+05, -0.2562348,  172.0321,/T,    7.9474,  19 52 12.0956,
 2021-Sep-20 13:00, ,m, 23 40 25.14, -08 13 26.1,  -12.501,  3.579,   99.55468,    5.393923,   7.075951,   10.580541,   1.433936,  199.72,   123.83,  337.0167,  922.764,  3.8540348927E+05, -0.2023860,  172.3315,/T,    7.6488,  20 52 12.9224,
 2021-Sep-20 14:00, ,m, 23 41 47.70, -08 00 31.5,  -12.512,  3.572,   99.58727,    5.245436,   7.010919,   10.073515,   1.433619,  197.99,   119.42,  337.0180,  924.349,  3.8479624359E+05, -0.1326700,  172.6178,/T,    7.3632,  21 52 13.7260,
 2021-Sep-20 15:00, ,m, 23 43 04.38, -07 47 12.7,  -12.521,  3.565,   99.61783,    5.077201,   6.930305,    9.566490,   1.433299,  196.34,   115.03,  337.0211,  925.312,  3.8446191891E+05, -0.0515961,  172.8968,/T,    7.0850,  22 52 14.5123,
 2021-Sep-20 16:00, ,m, 23 44 17.93, -07 33 29.3,  -12.529,  3.558,   99.64692,    4.899756,   6.838400,    9.059467,   1.432976,  194.67,   110.59,  337.0254,  925.564,  3.8443198893E+05,  0.0354966,  173.1728,/T,    6.8097,  23 52 15.2885,
 2021-Sep-20 17:00, ,m, 23 45 31.31, -07 19 22.6,  -12.534,  3.551,   99.67486,    4.724270,   6.740289,    8.552445,   1.432651,  192.88,   106.06,  337.0306,  925.065,  3.8471777399E+05,  0.1228195,  173.4489,/T,    6.5343,  00 52 16.0624,
 2021-Sep-20 18:00, ,m, 23 46 47.47, -07 04 55.4,  -12.538,  3.544,   99.70175,    4.561730,   6.641457,    8.045425,   1.432324,  190.84,   101.43,  337.0366,  923.831,  3.8530957993E+05,  0.2045589,  173.7258,/T,    6.2580,  01 52 16.8420,
 2021-Sep-20 19:00, ,m, 23 48 09.13, -06 50 11.9,  -12.541,  3.537,   99.72743,    4.422150,   6.547362,    7.538406,   1.431994,  188.41,    96.76,  337.0431,  921.930,  3.8617738482E+05,  0.2753046,  174.0021,/T,    5.9824,  02 52 17.6349,
 2021-Sep-20 20:00, ,m, 23 49 38.61, -06 35 17.1,  -12.541,  3.530,   99.75149,    4.313866,   6.463008,    7.031387,   1.431661,  185.42,    92.14,  337.0503,  919.476,  3.8727300642E+05,  0.3304372,  174.2730,/T,    5.7122,  03 52 18.4477,
 2021-Sep-20 21:00,A,m, 23 51 17.66, -06 20 16.3,  -12.541,  3.524,   99.77330,    4.243002,   6.392582,    6.524370,   1.431326,  181.74,    87.73,  337.0583,  916.620,  3.8853354072E+05,  0.3664418,  174.5301,/T,    5.4557,  04 52 19.2857,
 2021-Sep-20 22:00,C, , 23 53 07.32, -06 05 15.0,  -12.540,  3.518,   99.79203,    4.213111,   6.339160,    6.017353,   1.430988,  177.22,    83.75,  337.0674,  913.536,  3.8988575419E+05,  0.3811214,  174.7607,/L,    5.2257,  05 52 20.1525,
 2021-Sep-20 23:00,*, , 23 55 07.96, -05 50 17.8,  -12.537,  3.513,   99.80671,    4.225039,   6.304530,    5.510337,   1.430647,  171.80,    80.46,  337.0780,  910.409,  3.9125105347E+05,  0.3737038,  174.9486,/L,    5.0382,  06 52 21.0496,
 2021-Sep-21 00:00,*, , 23 57 19.21, -05 35 29.0,  -12.533,  3.510,   99.81633,    4.276962,   6.289111,    5.003321,   1.430304,  165.54,    78.18,  337.0907,  907.422,  3.9255064597E+05,  0.3448427,  175.0755,/L,    4.9116,  07 52 21.9767,
 2021-Sep-21 01:00,*, , 23 59 40.01, -05 20 51.4,  -12.528,  3.509,   99.81995,    4.364605,   6.291979,    4.496306,   1.429958,  158.59,    77.18,  337.1058,  904.743,  3.9371053629E+05,  0.2965276,  175.1237,/L,    4.8636,  08 52 22.9312,
 2021-Sep-21 02:00,*, , 00 02 08.75, -05 06 27.2,  -12.522,  3.510,   99.81682,    4.481574,   6.310984,    3.989290,   1.429610,  151.29,    77.66,  337.1238,  902.520,  3.9466605972E+05,  0.2319201,  175.0807,/L,    4.9065,  09 52 23.9085,
 2021-Sep-21 03:00,*, , 00 04 43.35, -04 52 17.0,  -12.514,  3.513,   99.80645,    4.619787,   6.342924,    3.482275,   1.429259,  144.03,    79.68,  337.1449,  900.867,  3.9536572177E+05,  0.1551352,  174.9427,/L,    5.0441,  10 52 24.9029,
 2021-Sep-21 04:00,*, , 00 07 21.37, -04 38 20.8,  -12.506,  3.519,   99.78878,    4.769963,   6.383782,    2.975260,   1.428905,  137.17,    83.14,  337.1692,  899.866,  3.9577417790E+05,  0.0709849,  174.7161,/L,    5.2701,  11 52 25.9071,
 2021-Sep-21 05:00,*, , 00 10 00.21, -04 24 37.3,  -12.498,  3.526,   99.76415,    4.922148,   6.428987,    2.468245,   1.428549,  130.96,    87.82,  337.1967,  899.558,  3.9587424373E+05, -0.0153020,  174.4159,/L,    5.5696,  12 52 26.9132,
 2021-Sep-21 06:00,*, , 00 12 37.18, -04 11 04.6,  -12.490,  3.535,   99.73335,    5.066253,   6.473695,    1.961230,   1.428190,  125.51,    93.42,  337.2269,  899.948,  3.9566787081E+05, -0.0983725,  174.0618,/L,    5.9228,  13 52 27.9133,
 2021-Sep-21 07:00,*, , 00 15 09.71, -03 57 40.1,  -12.483,  3.545,   99.69752,    5.192608,   6.513083,    1.454214,   1.427829,  120.81,    99.60,  337.2595,  900.998,  3.9517605809E+05, -0.1730472,  173.6749,/L,    6.3087,  14 52 28.8999,
 2021-Sep-21 08:00,*, , 00 17 35.48, -03 44 20.9,  -12.476,  3.555,   99.65813,    5.292493,   6.542640,    0.947198,   1.427465,  116.80,   106.06,  337.2938,  902.631,  3.9443769906E+05, -0.2346120,  173.2751,/L,    6.7075,  15 52 29.8662,
 2021-Sep-21 09:00,*, , 00 19 52.52, -03 31 03.9,  -12.471,  3.564,   99.61676,    5.358647,   6.558440,    0.440182,   1.427098,  113.38,   112.54,  337.3291,  904.736,  3.9350739568E+05, -0.2790987,  172.8793,/L,    7.1023,  16 52 30.8070,
 2021-Sep-21 10:00,*, , 00 21 59.39, -03 17 46.0,  -12.467,  3.574,   99.57498,    5.385737,   6.557405,  359.933165,   1.426729,  110.44,   118.81,  337.3646,  907.171,  3.9245230758E+05, -0.3035384,  172.5007,/L,    7.4800,  17 52 31.7187,
 2021-Sep-21 11:00,N,m, 00 23 55.25, -03 04 24.5,  -12.464,  3.582,   99.53414,    5.370741,   6.537515,  359.426148,   1.426357,  107.89,   124.71,  337.3998,  909.766,  3.9134815346E+05, -0.3061762,  172.1482,/L,    7.8316,  18 52 32.5997,
 2021-Sep-21 12:00, ,m, 00 25 39.93, -02 50 57.1,  -12.462,  3.590,   99.49528,    5.313220,   6.497979,  358.919130,   1.425982,  105.64,   130.14,  337.4340,  912.341,  3.9027454160E+05, -0.2866260,  171.8268,/L,    8.1522,  19 52 33.4505,
 2021-Sep-21 13:00, ,m, 00 27 13.99, -02 37 22.3,  -12.460,  3.597,   99.45895,    5.215449,   6.439324,  358.412111,   1.425605,  103.62,   135.05,  337.4669,  914.708,  3.8930987551E+05, -0.2459485,  171.5373,/L,    8.4410,  20 52 34.2736,
 2021-Sep-21 14:00, ,m, 00 28 38.71, -02 23 39.1,  -12.457,  3.604,   99.42516,    5.082361,   6.363402,  357.905092,   1.425225,  101.78,   139.46,  337.4986,  916.689,  3.8852614918E+05, -0.1866320,  171.2766,/L,    8.7011,  21 52 35.0735,
 2021-Sep-21 15:00, ,m, 00 29 55.98, -02 09 47.7,  -12.454,  3.610,   99.39339,    4.921285,   6.273289,  357.398072,   1.424842,  100.07,   143.44,  337.5292,  918.130,  3.8798400164E+05, -0.1124660,  171.0384,/L,    8.9387,  22 52 35.8561,
 2021-Sep-21 16:00, ,m, 00 31 08.22, -01 55 48.8,  -12.450,  3.615,   99.36263,    4.741498,   6.173085,  356.891051,   1.424457,   98.46,   147.11,  337.5592,  918.911,  3.8772842600E+05, -0.0283053,  170.8136,/L,    9.1630,  23 52 36.6286,
 2021-Sep-21 17:00, ,m, 00 32 18.23, -01 41 43.9,  -12.444,  3.620,   99.33147,    4.553581,   6.067615,  356.384029,   1.424069,   96.92,   150.61,  337.5891,  918.957,  3.8778550921E+05,  0.0602639,  170.5912,/L,    9.3848,  00 52 37.3988,
 2021-Sep-21 18:00, ,m, 00 33 28.92, -01 27 35.1,  -12.436,  3.626,   99.29823,    4.368668,   5.962062,  355.877007,   1.423679,   95.45,   154.14,  337.6198,  918.247,  3.8816050913E+05,  0.1473273,  170.3596,/L,    9.6158,  01 52 38.1747,
 2021-Sep-21 19:00, ,m, 00 34 43.19, -01 13 24.7,  -12.425,  3.632,   99.26106,    4.197637,   5.861564,  355.369983,   1.423286,   94.04,   157.86,  337.6521,  916.815,  3.8883745765E+05,  0.2270800,  170.1071,/L,    9.8676,  02 52 38.9639,
 2021-Sep-21 20:00, ,m, 00 36 03.62, -00 59 15.0,  -12.413,  3.639,   99.21813,    4.050321,   5.770806,  354.862958,   1.422890,   92.70,   161.96,  337.6871,  914.745,  3.8978032963E+05,  0.2942519,  169.8230,/L,   10.1509,  03 52 39.7730,
 2021-Sep-21 21:00,A,m, 00 37 32.36, -00 45 08.1,  -12.398,  3.647,   99.16766,    3.934833,   5.693675,  354.355932,   1.422492,   91.43,   166.57,  337.7256,  912.165,  3.9093566161E+05,  0.3444808,  169.4989,/L,   10.4742,  04 52 40.6073,
 2021-Sep-21 22:00,C,m, 00 39 10.98, -00 31 05.5,  -12.381,  3.656,   99.10809,    3.857039,   5.632977,  353.848904,   1.422091,   90.25,   171.80,  337.7684,  909.235,  3.9223636846E+05,  0.3746007,  169.1286,/L,   10.8434,  05 52 41.4704,
 2021-Sep-21 23:00,*, , 00 41 00.34, -00 17 08.5,  -12.363,  3.666,   99.03813,    3.820236,   5.590263,  353.341875,   1.421688,   89.15,   177.73,  337.8162,  906.137,  3.9360641120E+05,  0.3828245,  168.7091,/L,   11.2618,  06 52 42.3639,
 2021-Sep-22 00:00,*, , 00 43 00.61, -00 03 17.3,  -12.343,  3.677,   98.95685,    3.825017,   5.565761,  352.834844,   1.421282,   88.16,   184.37,  337.8697,  903.055,  3.9496592509E+05,  0.3688169,  168.2402,/L,   11.7294,  07 52 43.2872,
 2021-Sep-22 01:00,*, , 00 45 11.23, +00 10 28.3,  -12.323,  3.689,   98.86375,    3.869339,   5.558412,  352.327811,   1.420873,   87.26,   191.72,  337.9289,  900.171,  3.9623642189E+05,  0.3336650,  167.7249,/L,   12.2433,  08 52 44.2378,
 2021-Sep-22 02:00,*, , 00 47 31.02, +00 24 09.3,  -12.302,  3.703,   98.75883,    3.948731,   5.565985,  351.820777,   1.420462,   86.45,   199.71,  337.9940,  897.646,  3.9734572158E+05,  0.2797603,  167.1685,/L,   12.7981,  09 52 45.2112,
 2021-Sep-22 03:00,*, , 00 49 58.25, +00 37 47.0,  -12.282,  3.717,   98.64264,    4.056643,   5.585271,  351.313740,   1.420048,   85.72,   208.26,  338.0646,  895.619,  3.9823233197E+05,  0.2106133,  166.5790,/L,   13.3861,  10 52 46.2016,
 2021-Sep-22 04:00,*, , 00 52 30.74, +00 51 23.1,  -12.263,  3.731,   98.51632,    4.184870,   5.612315,  350.806701,   1.419631,   85.07,   217.26,  338.1403,  894.192,  3.9884906410E+05,  0.1306174,  165.9655,/L,   13.9979,  11 52 47.2017,
 2021-Sep-22 05:00,*, , 00 55 06.03, +01 04 59.6,  -12.245,  3.746,   98.38153,    4.324043,   5.642687,  350.299661,   1.419212,   84.49,   226.58,  338.2201,  893.436,  3.9916573519E+05,  0.0447803,  165.3388,/L,   14.6230,  12 52 48.2037,
 2021-Sep-22 06:00,*, , 00 57 41.49, +01 18 38.4,  -12.229,  3.761,   98.24048,    4.464159,   5.671761,  349.792617,   1.418791,   83.95,   236.07,  338.3029,  893.380,  3.9917086540E+05, -0.0415642,  164.7099,/L,   15.2503,  13 52 49.1996,
 2021-Sep-22 07:00,*, , 01 00 14.49, +01 32 21.2,  -12.214,  3.775,   98.09575,    4.595120,   5.695000,  349.285572,   1.418366,   83.45,   245.59,  338.3874,  894.012,  3.9887231606E+05, -0.1230545,  164.0898,/L,   15.8688,  14 52 50.1818,
 2021-Sep-22 08:00,*, , 01 02 42.52, +01 46 09.4,  -12.202,  3.789,   97.95018,    4.707293,   5.708225,  348.778524,   1.417940,   82.97,   254.98,  338.4722,  895.283,  3.9829685135E+05, -0.1945998,  163.4891,/L,   16.4681,  15 52 51.1437,
 2021-Sep-22 09:00,*, , 01 05 03.36, +02 00 03.8,  -12.191,  3.802,   97.80663,    4.792047,   5.707881,  348.271473,   1.417510,   82.52,   264.10,  338.5558,  897.104,  3.9748863512E+05, -0.2516715,  162.9169,/L,   17.0389,  16 52 52.0800,
 2021-Sep-22 10:00,*, , 01 07 15.19, +02 14 04.5,  -12.183,  3.815,   97.66781,    4.842273,   5.691260,  347.764420,   1.417078,   82.07,   272.81,  338.6367,  899.352,  3.9650670757E+05, -0.2905767,  162.3807,/L,   17.5738,  17 52 52.9871,
 2021-Sep-22 11:00,N, , 01 09 16.73, +02 28 11.0,  -12.176,  3.826,   97.53598,    4.852848,   5.656690,  347.257364,   1.416644,   81.63,   281.00,  338.7139,  901.874,  3.9542152722E+05, -0.3087018,  161.8858,/L,   18.0676,  18 52 53.8635,
 2021-Sep-22 12:00, ,m, 01 11 07.31, +02 42 21.9,  -12.170,  3.837,   97.41278,    4.821020,   5.603676,  346.750306,   1.416207,   81.19,   288.56,  338.7864,  904.497,  3.9431071563E+05, -0.3047086,  161.4348,/L,   18.5175,  19 52 54.7097,
 2021-Sep-22 13:00, ,m, 01 12 46.98, +02 56 35.2,  -12.166,  3.846,   97.29903,    4.746669,   5.532964,  346.243245,   1.415768,   80.74,   295.46,  338.8538,  907.037,  3.9325420564E+05, -0.2786665,  161.0277,/L,   18.9238,  20 52 55.5281,
 2021-Sep-22 14:00, ,m, 01 14 16.48, +03 10 48.0,  -12.161,  3.854,   97.19461,    4.632415,   5.446528,  345.736181,   1.415326,   80.30,   301.66,  338.9161,  909.307,  3.9232906328E+05, -0.2320987,  160.6612,/L,   19.2894,  21 52 56.3233,
 2021-Sep-22 15:00, ,m, 01 15 37.25, +03 24 57.3,  -12.157,  3.862,   97.09847,    4.483539,   5.347464,  345.229115,   1.414881,   79.85,   307.21,  338.9738,  911.139,  3.9160431832E+05, -0.1679285,  160.3296,/L,   19.6203,  22 52 57.1012,
 2021-Sep-22 16:00, ,m, 01 16 51.34, +03 38 59.8,  -12.151,  3.869,   97.00864,    4.307692,   5.239792,  344.722045,   1.414434,   79.41,   312.15,  339.0279,  912.388,  3.9113618528E+05, -0.0903159,  160.0246,/L,   19.9247,  23 52 57.8691,
 2021-Sep-22 17:00, ,m, 01 18 01.28, +03 52 52.2,  -12.145,  3.875,   96.92241,    4.114407,   5.128168,  344.214973,   1.413985,   78.99,   316.62,  339.0798,  912.951,  3.9096406780E+05, -0.0043873,  159.7358,/L,   20.2127,  00 52 58.6346,
 2021-Sep-22 18:00, ,m, 01 19 09.89, +04 06 31.8,  -12.137,  3.882,   96.83652,    3.914440,   5.017535,  343.707897,   1.413533,   78.58,   320.75,  339.1312,  912.773,  3.9110770427E+05,  0.0841241,  159.4521,/L,   20.4958,  01 52 59.4059,
 2021-Sep-22 19:00, ,m, 01 20 20.09, +04 19 56.8,  -12.127,  3.888,   96.74742,    3.718998,   4.912737,  343.200819,   1.413078,   78.20,   324.70,  339.1839,  911.850,  3.9156572571E+05,  0.1692975,  159.1616,/L,   20.7855,  02 53 00.1904,
 2021-Sep-22 20:00, ,m, 01 21 34.70, +04 33 06.1,  -12.114,  3.895,   96.65153,    3.538918,   4.818141,  342.693738,   1.412622,   77.85,   328.66,  339.2399,  910.234,  3.9231576764E+05,  0.2454613,  158.8533,/L,   21.0930,  03 53 00.9948,
