
 Date__(UT)__HR:MN, , , R.A._(ICRF), DEC__(ICRF),    APmag,  S-brt,      Illu%,  ObsSub-LON, ObsSub-LAT,  SunSub-LON, SunSub-LAT,  SN.ang,  SN.dist,    NP.ang,  NP.dist,             delta,     deldot,     S-O-T,/r,     S-T-O,  L_Ap_SOL_Time,
 2021-Sep-22 21:00,A,m, 01 22 56.18, +04 45 59.9,  -12.100,  3.903,   96.54546,    3.383895,   4.737302,  342.186653,   1.412162,   77.55,   332.79,  339.3011,  908.026,  3.9331612362E+05,  0.3076056,  158.5171,/L,   21.4283,  04 53 01.8244,
 2021-Sep-22 22:00,C,m, 01 24 26.54, +04 58 39.5,  -12.084,  3.911,   96.42628,    3.261812,   4.672698,  341.679565,   1.411701,   77.29,   337.25,  339.3688,  905.365,  3.9450877724E+05,  0.3517297,  158.1452,/L,   21.7991,  05 53 02.6828,
 2021-Sep-22 23:00,*,m, 01 26 07.14, +05 11 07.4,  -12.066,  3.920,   96.29161,    3.178245,   4.625577,  341.172473,   1.411236,   77.07,   342.17,  339.4445,  902.418,  3.9582352510E+05,  0.3750972,  157.7321,/L,   22.2110,  06 53 03.5715,
 2021-Sep-23 00:00,*, , 01 27 58.65, +05 23 26.6,  -12.047,  3.930,   96.13984,    3.136157,   4.595894,  340.665378,   1.410770,   76.91,   347.63,  339.5291,  899.368,  3.9718282507E+05,  0.3763826,  157.2751,/L,   22.6667,  07 53 04.4901,
 2021-Sep-23 01:00,*, , 01 30 01.04, +05 35 41.2,  -12.026,  3.941,   95.97018,    3.135791,   4.582358,  340.158279,   1.410301,   76.78,   353.70,  339.6228,  896.396,  3.9850697625E+05,  0.3557096,  156.7743,/L,   23.1661,  08 53 05.4358,
 2021-Sep-23 02:00,*, , 01 32 13.57, +05 47 55.4,  -12.006,  3.953,   95.78269,    3.174751,   4.582572,  339.651177,   1.409829,   76.68,   360.38,  339.7257,  893.677,  3.9971925500E+05,  0.3145910,  156.2325,/L,   23.7064,  09 53 06.4044,
 2021-Sep-23 03:00,*, , 01 34 34.90, +06 00 13.6,  -11.985,  3.966,   95.57836,    3.248233,   4.593224,  339.144070,   1.409356,   76.62,   367.67,  339.8372,  891.364,  4.0075068180E+05,  0.2557870,  155.6551,/L,   24.2822,  10 53 07.3898,
 2021-Sep-23 04:00,*, , 01 37 03.17, +06 12 40.0,  -11.965,  3.979,   95.35904,    3.349380,   4.610339,  338.636960,   1.408879,   76.57,   375.50,  339.9564,  889.581,  4.0154415965E+05,  0.1831007,  155.0493,/L,   24.8864,  11 53 08.3849,
 2021-Sep-23 05:00,*, , 01 39 36.11, +06 25 18.1,  -11.946,  3.993,   95.12739,    3.469720,   4.629549,  338.129846,   1.408401,   76.54,   383.80,  340.0817,  888.420,  4.0205779378E+05,  0.1011308,  154.4242,/L,   25.5100,  12 53 09.3817,
 2021-Sep-23 06:00,*, , 01 42 11.20, +06 38 11.0,  -11.928,  4.007,   94.88679,    3.599667,   4.646377,  337.622727,   1.407920,   76.51,   392.46,  340.2113,  887.937,  4.0226726385E+05,  0.0149949,  153.7896,/L,   26.1430,  13 53 10.3724,
 2021-Sep-23 07:00,*, , 01 44 45.80, +06 51 20.7,  -11.912,  4.021,   94.64116,    3.729059,   4.656512,  337.115604,   1.407437,   76.47,   401.35,  340.3433,  888.145,  4.0216717015E+05, -0.0699622,  153.1563,/L,   26.7748,  14 53 11.3493,
 2021-Sep-23 08:00,*, , 01 47 17.30, +07 04 48.0,  -11.898,  4.034,   94.39475,    3.847714,   4.656076,  336.608477,   1.406951,   76.42,   410.34,  340.4753,  889.021,  4.0177131493E+05, -0.1484669,  152.5346,/L,   27.3951,  15 53 12.3059,
 2021-Sep-23 09:00,*, , 01 49 43.25, +07 18 32.5,  -11.886,  4.047,   94.15189,    3.945997,   4.641858,  336.101345,   1.406463,   76.36,   419.29,  340.6052,  890.500,  4.0111191214E+05, -0.2156123,  151.9344,/L,   27.9939,  16 53 13.2367,
 2021-Sep-23 10:00,*, , 01 52 01.53, +07 32 32.5,  -11.875,  4.059,   93.91673,    4.015373,   4.611526,  335.594210,   1.405973,   76.28,   428.03,  340.7307,  892.483,  4.0023774992E+05, -0.2671428,  151.3643,/L,   28.5628,  17 53 14.1383,
 2021-Sep-23 11:00,N, , 01 54 10.46, +07 46 45.0,  -11.867,  4.071,   93.69287,    4.048930,   4.563783,  335.087069,   1.405481,   76.18,   436.44,  340.8499,  894.838,  3.9921136486E+05, -0.2997167,  150.8312,/L,   29.0949,  18 53 15.0091,
 2021-Sep-23 12:00, ,m, 01 56 08.92, +08 01 05.6,  -11.860,  4.081,   93.48314,    4.041845,   4.498480,  334.579924,   1.404986,   76.05,   444.37,  340.9616,  897.405,  3.9810533113E+05, -0.3111329,  150.3397,/L,   29.5855,  19 53 15.8496,
 2021-Sep-23 13:00, ,m, 01 57 56.43, +08 15 28.8,  -11.854,  4.091,   93.28928,    3.991759,   4.416655,  334.072775,   1.404489,   75.91,   451.72,  341.0647,  900.009,  3.9699782238E+05, -0.3005052,  149.8919,/L,   30.0324,  20 53 16.6625,
 2021-Sep-23 14:00, ,m, 01 59 33.24, +08 29 48.4,  -11.849,  4.099,   93.11180,    3.899018,   4.320500,  333.565621,   1.403990,   75.75,   458.41,  341.1590,  902.466,  3.9596766910E+05, -0.2683650,  149.4872,/L,   30.4363,  21 53 17.4520,
 2021-Sep-23 15:00, ,m, 02 01 00.29, +08 43 57.8,  -11.845,  4.107,   92.94986,    3.766753,   4.213238,  333.058463,   1.403489,   75.58,   464.39,  341.2451,  904.599,  3.9508920087E+05, -0.2166753,  149.1221,/L,   30.8008,  22 53 18.2243,
 2021-Sep-23 16:00, ,m, 02 02 19.20, +08 57 50.6,  -11.840,  4.114,   92.80125,    3.600755,   4.098918,  332.551300,   1.402985,   75.40,   469.67,  341.3241,  906.248,  3.9442722228E+05, -0.1487411,  148.7905,/L,   31.1318,  23 53 18.9864,
 2021-Sep-23 17:00, ,m, 02 03 32.17, +09 11 20.7,  -11.834,  4.120,   92.66259,    3.409149,   3.982133,  332.044132,   1.402480,   75.23,   474.29,  341.3978,  907.287,  3.9403250515E+05, -0.0690121,  148.4839,/L,   31.4378,  00 53 19.7463,
 2021-Sep-23 18:00, ,m, 02 04 41.84, +09 24 23.6,  -11.827,  4.126,   92.52953,    3.201857,   3.867677,  331.536960,   1.401972,   75.06,   478.35,  341.4687,  907.628,  3.9393817706E+05,  0.0172157,  148.1921,/L,   31.7289,  01 53 20.5119,
 2021-Sep-23 19:00, ,m, 02 05 51.10, +09 36 56.3,  -11.818,  4.133,   92.39705,    2.989907,   3.760177,  331.029782,   1.401461,   74.91,   481.96,  341.5394,  907.237,  3.9415733346E+05,  0.1041767,  147.9039,/L,   32.0165,  02 53 21.2908,
 2021-Sep-23 20:00, ,m, 02 07 02.86, +09 48 57.5,  -11.807,  4.139,   92.25988,    2.784632,   3.663729,  330.522600,   1.400949,   74.79,   485.28,  341.6127,  906.130,  3.9468210134E+05,  0.1860589,  147.6078,/L,   32.3118,  03 53 22.0896,
 2021-Sep-23 21:00,A,m, 02 08 19.87, +10 00 28.4,  -11.794,  4.145,   92.11284,    2.596847,   3.581576,  330.015414,   1.400435,   74.69,   488.48,  341.6914,  904.374,  3.9548424489E+05,  0.2574302,  147.2931,/L,   32.6257,  04 53 22.9135,
 2021-Sep-23 22:00,C,m, 02 09 44.50, +10 11 32.1,  -11.780,  4.152,   91.95120,    2.436078,   3.515870,  329.508222,   1.399918,   74.63,   491.74,  341.7780,  902.082,  3.9651725163E+05,  0.3136281,  146.9502,/L,   32.9676,  05 53 23.7663,
 2021-Sep-23 23:00,*,m, 02 11 18.59, +10 22 13.4,  -11.763,  4.160,   91.77102,    2.309917,   3.467523,  329.001025,   1.399400,   74.60,   495.23,  341.8745,  899.401,  3.9771969587E+05,  0.3510747,  146.5716,/L,   33.3451,  06 53 24.6493,
 2021-Sep-24 00:00,*,m, 02 13 03.31, +10 32 38.6,  -11.745,  4.169,   91.56934,    2.223543,   3.436169,  328.493823,   1.398879,   74.61,   499.08,  341.9824,  896.501,  3.9901956763E+05,  0.3674947,  146.1523,/L,   33.7633,  07 53 25.5621,
 2021-Sep-24 01:00,*, , 02 14 59.14, +10 42 55.0,  -11.726,  4.178,   91.34437,    2.179460,   3.420228,  327.986615,   1.398356,   74.65,   503.41,  342.1025,  893.560,  4.0033919393E+05,  0.3620264,  145.6899,/L,   34.2244,  08 53 26.5021,
 2021-Sep-24 02:00,*, , 02 17 05.85, +10 53 10.4,  -11.705,  4.189,   91.09559,    2.177411,   3.417054,  327.479402,   1.397831,   74.71,   508.29,  342.2351,  890.757,  4.0160036725E+05,  0.3352274,  145.1849,/L,   34.7280,  09 53 27.4648,
 2021-Sep-24 03:00,*, , 02 19 22.51, +11 03 32.4,  -11.685,  4.200,   90.82377,    2.214494,   3.423153,  326.972184,   1.397304,   74.80,   513.78,  342.3795,  888.255,  4.0272932413E+05,  0.2889879,  144.6403,/L,   35.2711,  10 53 28.4443,
 2021-Sep-24 04:00,*, , 02 21 47.62, +11 14 08.1,  -11.664,  4.212,   90.53092,    2.285415,   3.434441,  326.464960,   1.396775,   74.90,   519.87,  342.5346,  886.193,  4.0366127270E+05,  0.2263699,  144.0618,/L,   35.8482,  11 53 29.4333,
 2021-Sep-24 05:00,*, , 02 24 19.18, +11 25 03.8,  -11.645,  4.224,   90.22022,    2.382867,   3.446526,  325.957731,   1.396244,   75.02,   526.53,  342.6986,  884.685,  4.0434423471E+05,  0.1513907,  143.4568,/L,   36.4518,  12 53 30.4241,
 2021-Sep-24 06:00,*, , 02 26 54.83, +11 36 24.3,  -11.626,  4.237,   89.89586,    2.497987,   3.454996,  325.450495,   1.395711,   75.13,   533.70,  342.8692,  883.808,  4.0474203375E+05,  0.0687673,  142.8343,/L,   37.0728,  13 53 31.4086,
 2021-Sep-24 07:00,*, , 02 29 31.98, +11 48 13.0,  -11.609,  4.250,   89.56283,    2.620875,   3.455692,  324.943254,   1.395176,   75.23,   541.29,  343.0437,  883.601,  4.0483631901E+05, -0.0163615,  142.2043,/L,   37.7014,  14 53 32.3792,
 2021-Sep-24 08:00,*, , 02 32 07.97, +12 00 31.2,  -11.593,  4.262,   89.22666,    2.741152,   3.444968,  324.436007,   1.394639,   75.33,   549.19,  343.2192,  884.067,  4.0462756064E+05, -0.0987268,  141.5775,/L,   38.3269,  15 53 33.3294,
 2021-Sep-24 09:00,*, , 02 34 40.19, +12 13 18.5,  -11.579,  4.275,   88.89311,    2.848536,   3.419910,  323.928755,   1.394100,   75.41,   557.26,  343.3928,  885.168,  4.0413498970E+05, -0.1732229,  140.9641,/L,   38.9391,  16 53 34.2538,
 2021-Sep-24 10:00,*, , 02 37 06.26, +12 26 32.5,  -11.567,  4.287,   88.56784,    2.933416,   3.378523,  323.421496,   1.393560,   75.47,   565.36,  343.5615,  886.829,  4.0339548712E+05, -0.2351965,  140.3737,/L,   39.5285,  17 53 35.1490,
 2021-Sep-24 11:00,N, , 02 39 24.15, +12 40 08.6,  -11.557,  4.298,   88.25603,    2.987420,   3.319874,  322.914231,   1.393017,   75.50,   573.34,  343.7227,  888.940,  4.0246145796E+05, -0.2807197,  139.8146,/L,   40.0866,  18 53 36.0132,
 2021-Sep-24 12:00, ,m, 02 41 32.31, +12 54 00.4,  -11.549,  4.308,   87.96201,    3.003941,   3.244167,  322.406960,   1.392472,   75.52,   581.04,  343.8742,  891.363,  4.0139776406E+05, -0.3068377,  139.2933,/L,   40.6071,  19 53 36.8472,
 2021-Sep-24 13:00, ,m, 02 43 29.77, +13 07 59.9,  -11.542,  4.318,   87.68891,    2.978597,   3.152765,  321.899684,   1.391926,   75.51,   588.32,  344.0146,  893.937,  4.0027783466E+05, -0.3117754,  138.8141,/L,   41.0856,  20 53 37.6534,
 2021-Sep-24 14:00, ,m, 02 45 16.26, +13 21 58.0,  -11.536,  4.326,   87.43842,    2.909580,   3.048132,  321.392401,   1.391377,   75.49,   595.06,  344.1430,  896.486,  3.9917913117E+05, -0.2950867,  138.3786,/L,   41.5205,  21 53 38.4363,
 2021-Sep-24 15:00, ,m, 02 46 52.20, +13 35 44.9,  -11.531,  4.334,   87.21054,    2.797875,   2.933692,  320.885112,   1.390827,   75.45,   601.16,  344.2598,  898.834,  3.9817820585E+05, -0.2577278,  137.9856,/L,   41.9129,  22 53 39.2019,
 2021-Sep-24 16:00, ,m, 02 48 18.74, +13 49 10.5,  -11.526,  4.341,   87.00355,    2.647287,   2.813617,  320.377817,   1.390275,   75.39,   606.55,  344.3659,  900.812,  3.9734565731E+05, -0.2020388,  137.6312,/L,   42.2668,  23 53 39.9575,
 2021-Sep-24 17:00, ,m, 02 49 37.69, +14 02 06.0,  -11.521,  4.348,   86.81406,    2.464270,   2.692536,  319.870516,   1.389721,   75.34,   611.22,  344.4633,  902.275,  3.9674133577E+05, -0.1316222,  137.3089,/L,   42.5887,  00 53 40.7107,
 2021-Sep-24 18:00, ,m, 02 50 51.41, +14 14 23.8,  -11.515,  4.353,   86.63723,    2.257543,   2.575200,  319.363208,   1.389165,   75.29,   615.19,  344.5546,  903.114,  3.9641017288E+05, -0.0511184,  137.0098,/L,   42.8873,  01 53 41.4697,
 2021-Sep-24 19:00, ,m, 02 52 02.66, +14 25 58.5,  -11.507,  4.359,   86.46709,    2.037499,   2.466113,  318.855895,   1.388608,   75.24,   618.54,  344.6432,  903.261,  3.9637899316E+05,  0.0341122,  136.7235,/L,   43.1730,  02 53 42.2420,
 2021-Sep-24 20:00, ,m, 02 53 14.37, +14 36 47.5,  -11.498,  4.365,   86.29700,    1.815477,   2.369185,  318.348575,   1.388049,   75.21,   621.37,  344.7325,  902.698,  3.9665459817E+05,  0.1183735,  136.4388,/L,   43.4571,  03 53 43.0342,
 2021-Sep-24 21:00,A,m, 02 54 29.47, +14 46 51.3,  -11.487,  4.370,   86.12011,    1.602933,   2.287419,  317.841249,   1.387488,   75.21,   623.83,  344.8261,  901.458,  3.9722330543E+05,  0.1960509,  136.1442,/L,   43.7510,  04 53 43.8516,
 2021-Sep-24 22:00,C,m, 02 55 50.65, +14 56 13.2,  -11.474,  4.376,   85.92986,    1.410612,   2.222679,  317.333917,   1.386925,   75.23,   626.09,  344.9275,  899.621,  3.9805198507E+05,  0.2620192,  135.8290,/L,   44.0654,  05 53 44.6977,
 2021-Sep-24 23:00,*,m, 02 57 20.18, +15 04 59.2,  -11.459,  4.383,   85.72042,    1.247783,   2.175566,  316.826578,   1.386360,   75.28,   628.33,  345.0396,  897.309,  3.9909049104E+05,  0.3120038,  135.4841,/L,   44.4094,  06 53 45.5741,
 2021-Sep-25 00:00,*,m, 02 58 59.74, +15 13 17.9,  -11.442,  4.391,   85.48710,    1.121624,   2.145388,  316.319233,   1.385794,   75.36,   630.70,  345.1646,  894.670,  4.0027525455E+05,  0.3428608,  135.1023,/L,   44.7902,  07 53 46.4802,
 2021-Sep-25 01:00,*,m, 03 00 50.32, +15 21 19.0,  -11.424,  4.399,   85.22659,    1.036783,   2.130246,  315.811881,   1.385226,   75.47,   633.38,  345.3042,  891.875,  4.0153371557E+05,  0.3527601,  134.6790,/L,   45.2123,  08 53 47.4134,
 2021-Sep-25 02:00,*,m, 03 02 52.23, +15 29 13.3,  -11.404,  4.408,   84.93721,    0.995145,   2.127198,  315.304522,   1.384657,   75.60,   636.47,  345.4590,  889.097,  4.0278922224E+05,  0.3412628,  134.2125,/L,   45.6777,  09 53 48.3694,
 2021-Sep-25 03:00,*, , 03 05 05.02, +15 37 11.8,  -11.384,  4.418,   84.61890,    0.995799,   2.132502,  314.797157,   1.384085,   75.76,   640.09,  345.6287,  886.504,  4.0396602856E+05,  0.3092999,  133.7036,/L,   46.1853,  10 53 49.3420,
 2021-Sep-25 04:00,*, , 03 07 27.59, +15 45 24.8,  -11.363,  4.428,   84.27327,    1.035183,   2.141888,  314.289784,   1.383512,   75.93,   644.28,  345.8122,  884.248,  4.0499405655E+05,  0.2590654,  133.1559,/L,   46.7317,  11 53 50.3241,
 2021-Sep-25 05:00,*, , 03 09 58.28, +15 54 01.4,  -11.343,  4.439,   83.90351,    1.107383,   2.150855,  313.782405,   1.382938,   76.11,   649.06,  346.0078,  882.458,  4.0581314681E+05,  0.1938421,  132.5755,/L,   47.3108,  12 53 51.3078,
 2021-Sep-25 06:00,*, , 03 12 34.95, +16 03 09.0,  -11.323,  4.451,   83.51414,    1.204528,   2.154969,  313.275019,   1.382362,   76.30,   654.43,  346.2128,  881.232,  4.0637658695E+05,  0.1177777,  131.9701,/L,   47.9149,  13 53 52.2852,
 2021-Sep-25 07:00,*, , 03 15 15.14, +16 12 53.1,  -11.304,  4.463,   83.11084,    1.317290,   2.150136,  312.767626,   1.381784,   76.48,   660.33,  346.4241,  880.634,  4.0665376951E+05,  0.0356275,  131.3492,/L,   48.5346,  14 53 53.2486,
 2021-Sep-25 08:00,*, , 03 17 56.18, +16 23 16.8,  -11.287,  4.475,   82.70013,    1.435418,   2.132859,  312.260225,   1.381205,   76.66,   666.70,  346.6385,  880.692,  4.0663188464E+05, -0.0475228,  130.7231,/L,   49.1596,  15 53 54.1915,
 2021-Sep-25 09:00,*, , 03 20 35.39, +16 34 20.5,  -11.272,  4.487,   82.28899,    1.548320,   2.100446,  311.752817,   1.380624,   76.82,   673.42,  346.8522,  881.393,  4.0631659600E+05, -0.1265432,  130.1022,/L,   49.7795,  16 53 55.1086,
 2021-Sep-25 10:00,*, , 03 23 10.18, +16 46 02.1,  -11.258,  4.498,   81.88447,    1.645653,   2.051182,  311.245403,   1.380041,   76.97,   680.37,  347.0616,  882.692,  4.0573168287E+05, -0.1965460,  129.4969,/L,   50.3839,  17 53 55.9963,
 2021-Sep-25 11:00,N, , 03 25 38.20, +16 58 17.0,  -11.246,  4.509,   81.49331,    1.717917,   1.984446,  310.737980,   1.379458,   77.10,   687.41,  347.2634,  884.502,  4.0491766278E+05, -0.2531644,  128.9167,/L,   50.9633,  18 53 56.8531,
 2021-Sep-25 12:00, , , 03 27 57.51, +17 10 57.8,  -11.236,  4.520,   81.12144,    1.757024,   1.900770,  310.230551,   1.378872,   77.20,   694.39,  347.4547,  886.710,  4.0392944165E+05, -0.2928122,  128.3695,/L,   51.5099,  19 53 57.6795,
 2021-Sep-25 13:00, ,m, 03 30 06.68, +17 23 55.0,  -11.228,  4.529,   80.77360,    1.756815,   1.801835,  309.723115,   1.378285,   77.29,   701.16,  347.6333,  889.173,  4.0283307668E+05, -0.3129150,  127.8615,/L,   52.0173,  20 53 58.4782,
 2021-Sep-25 14:00, ,m, 03 32 04.92, +17 36 57.5,  -11.221,  4.538,   80.45299,    1.713507,   1.690392,  309.215671,   1.377697,   77.36,   707.56,  347.7977,  891.730,  4.0170178556E+05, -0.3120953,  127.3964,/L,   52.4820,  21 53 59.2535,
 2021-Sep-25 15:00, ,m, 03 33 52.10, +17 49 52.8,  -11.215,  4.546,   80.16091,    1.626013,   1.570107,  308.708219,   1.377107,   77.41,   713.47,  347.9475,  894.211,  4.0061139207E+05, -0.2902973,  126.9753,/L,   52.9028,  22 54 00.0116,
 2021-Sep-25 16:00, ,m, 03 35 28.86, +18 02 28.1,  -11.209,  4.553,   79.89668,    1.496108,   1.445334,  308.200761,   1.376515,   77.44,   718.77,  348.0834,  896.446,  3.9963545973E+05, -0.2488328,  126.5963,/L,   53.2814,  23 54 00.7596,
 2021-Sep-25 17:00, ,m, 03 36 56.54, +18 14 31.3,  -11.204,  4.560,   79.65753,    1.328411,   1.320821,  307.693295,   1.375923,   77.47,   723.39,  348.2069,  898.280,  3.9884042265E+05, -0.1903350,  126.2548,/L,   53.6226,  00 54 01.5053,
 2021-Sep-25 18:00, ,m, 03 38 17.12, +18 25 51.5,  -11.198,  4.565,   79.43878,    1.130140,   1.201368,  307.185822,   1.375328,   77.49,   727.29,  348.3209,  899.583,  3.9828106316E+05, -0.1186115,  125.9438,/L,   53.9333,  01 54 02.2567,
 2021-Sep-25 19:00, ,m, 03 39 33.12, +18 36 20.3,  -11.192,  4.571,   79.23413,    0.910671,   1.091463,  306.678342,   1.374733,   77.52,   730.48,  348.4286,  900.260,  3.9799669653E+05, -0.0383999,  125.6539,/L,   54.2229,  02 54 03.0214,
 2021-Sep-25 20:00, ,m, 03 40 47.41, +18 45 52.5,  -11.184,  4.576,   79.03611,    0.680891,   0.994930,  306.170854,   1.374136,   77.56,   733.01,  348.5340,  900.261,  3.9800839245E+05,  0.0449604,  125.3743,/L,   54.5021,  03 54 03.8061,
 2021-Sep-25 21:00,A,m, 03 42 02.98, +18 54 26.5,  -11.174,  4.581,   78.83659,    0.452424,   0.914626,  305.663358,   1.373537,   77.61,   734.99,  348.6415,  899.584,  3.9831748753E+05,  0.1259120,  125.0934,/L,   54.7824,  04 54 04.6159,
 2021-Sep-25 22:00,C,m, 03 43 22.78, +19 02 04.4,  -11.162,  4.587,   78.62738,    0.236783,   0.852216,  305.155856,   1.372937,   77.68,   736.55,  348.7553,  898.273,  3.9890552879E+05,  0.1990844,  124.7999,/L,   55.0753,  05 54 05.4545,
 2021-Sep-25 23:00,*,m, 03 44 49.44, +19 08 52.0,  -11.149,  4.592,   78.40084,    0.044540,   0.808047,  304.648346,   1.372336,   77.77,   737.84,  348.8791,  896.417,  3.9973565138E+05,  0.2596792,  124.4832,/L,   55.3913,  06 54 06.3232,
 2021-Sep-26 00:00,*,m, 03 46 25.11, +19 14 58.4,  -11.133,  4.599,   78.15039,  359.884581,   0.781141,  304.140828,   1.371734,   77.89,   739.03,  349.0161,  894.142,  4.0075525625E+05,  0.3038017,  124.1344,/L,   55.7392,  07 54 07.2217,
 2021-Sep-26 01:00,*,m, 03 48 11.35, +19 20 34.9,  -11.116,  4.606,   77.87093,  359.763526,   0.769288,  303.633302,   1.371130,   78.03,   740.30,  349.1688,  891.599,  4.0189973762E+05,  0.3287093,  123.7469,/L,   56.1258,  08 54 08.1473,
 2021-Sep-26 02:00,*,m, 03 50 08.99, +19 25 54.5,  -11.097,  4.614,   77.55918,  359.685335,   0.769239,  303.125769,   1.370525,   78.20,   741.79,  349.3385,  888.951,  4.0309693300E+05,  0.3329628,  123.3167,/L,   56.5549,  09 54 09.0955,
 2021-Sep-26 03:00,*,m, 03 52 18.13, +19 31 10.8,  -11.078,  4.623,   77.21380,  359.651128,   0.776963,  302.618228,   1.369918,   78.40,   743.65,  349.5255,  886.365,  4.0427193565E+05,  0.3164770,  122.8427,/L,   57.0279,  10 54 10.0604,
 2021-Sep-26 04:00,*, , 03 54 38.16, +19 36 37.1,  -11.057,  4.632,   76.83549,  359.659202,   0.787945,  302.110679,   1.369311,   78.61,   745.96,  349.7293,  884.001,  4.0535191878E+05,  0.2804786,  122.3264,/L,   57.5431,  11 54 11.0346,
 2021-Sep-26 05:00,*, , 03 57 07.80, +19 42 25.4,  -11.036,  4.643,   76.42689,  359.705223,   0.797502,  301.603122,   1.368702,   78.83,   748.81,  349.9480,  882.000,  4.0627066118E+05,  0.2273850,  121.7721,/L,   58.0963,  12 54 12.0104,
 2021-Sep-26 06:00,*, , 03 59 45.23, +19 48 46.3,  -11.015,  4.653,   75.99239,  359.782565,   0.801093,  301.095557,   1.368091,   79.07,   752.23,  350.1794,  880.478,  4.0697252165E+05,  0.1606224,  121.1864,/L,   58.6809,  13 54 12.9797,
 2021-Sep-26 07:00,*, , 04 02 28.19, +19 55 47.9,  -10.995,  4.665,   75.53790,  359.882748,   0.794602,  300.587984,   1.367480,   79.30,   756.22,  350.4200,  879.522,  4.0741567223E+05,  0.0843987,  120.5778,/L,   59.2886,  14 54 13.9350,
 2021-Sep-26 08:00,*, , 04 05 14.11, +20 03 35.5,  -10.976,  4.676,   75.07049,  359.995958,   0.774591,  300.080403,   1.366867,   79.54,   760.75,  350.6663,  879.184,  4.0757445902E+05,  0.0034479,  119.9559,/L,   59.9095,  15 54 14.8697,
 2021-Sep-26 09:00,*, , 04 08 00.26, +20 12 11.6,  -10.958,  4.688,   74.59803,    0.111619,   0.738503,  299.572814,   1.366253,   79.76,   765.75,  350.9142,  879.479,  4.0744080824E+05, -0.0772428,  119.3313,/L,   60.5333,  16 54 15.7785,
 2021-Sep-26 10:00,*, , 04 10 43.93, +20 21 35.5,  -10.942,  4.699,   74.12870,    0.218986,   0.684824,  299.065216,   1.365638,   79.98,   771.15,  351.1596,  880.389,  4.0702463583E+05, -0.1527122,  118.7148,/L,   61.1491,  17 54 16.6578,
 2021-Sep-26 11:00,N, , 04 13 22.53, +20 31 43.3,  -10.928,  4.710,   73.67055,    0.307755,   0.613178,  298.557611,   1.365022,   80.18,   776.82,  351.3985,  881.856,  4.0635325163E+05, -0.2183029,  118.1166,/L,   61.7468,  18 54 17.5062,
 2021-Sep-26 12:00, , , 04 15 53.76, +20 42 28.1,  -10.916,  4.720,   73.23102,    0.368660,   0.524371,  298.049997,   1.364404,   80.36,   782.64,  351.6272,  883.791,  4.0546978029E+05, -0.2699287,  117.5459,/L,   62.3170,  19 54 18.3242,
 2021-Sep-26 13:00, ,m, 04 18 15.76, +20 53 40.2,  -10.906,  4.730,   72.81644,    0.394037,   0.420363,  297.542375,   1.363785,   80.53,   788.46,  351.8428,  886.075,  4.0443065414E+05, -0.3043209,  117.0104,/L,   62.8522,  20 54 19.1144,
